id,label,tweet
30-05-2021 07:20,1,"b'peeps be like ""you dont know you\'re beautiful""-\n...bitch ik im\xf0\x9f\x92\x85\xf0\x9f\x8f\xbb\n.\n.\n.\n#OneDirection #whatmakesyoubeautiful\xe2\x80\xa6 https://t.co/IrypqMw3ZP'"
30-05-2021 06:16,1,b'\xe2\x80\x9cI want to fuck @sony so fucking hard\xe2\x80\x9d - #ps4communities #FreeBritney #Bitch #Bitcoin #ps4'
30-05-2021 04:23,1,b'#Harris poor example of what founded the #USA in lost blood and sacrifices. But then again #DrDestruction was\xe2\x80\xa6 https://t.co/VnEXkAXSkc'
30-05-2021 04:11,1,b'Foo said he wasn\xe2\x80\x99t hurt lol bitch mode the last rounds #HaneyLinares #haney #bitch'
30-05-2021 04:04,1,b'@Realdevinhaney  pussy stop holding #bitch'
30-05-2021 02:09,1,b'@VP Enjoy your freedom #bitch'
30-05-2021 01:41,1,b'@1khishine Who u tryna look ALL GOOD 4??? #RUBIROSE OR ME???? ...TAKE DA #BITCH WIT DA OLD $$$ ..\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\xf0\x9f\x8d\xb7\xf0\x9f\x8d\xb7\xf0\x9f\x8d\xb7\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b\xf0\x9f\x92\x8b'
29-05-2021 23:48,1,b'She loves me \nShe loves me not\nShe loves me \nShe loves me not\nShe loves me \nShe loves me not\n#bitch'
29-05-2021 22:22,1,b'RT @fast_nicky: Until you get COVID-19 &amp; suffer like a #BITCH'
29-05-2021 22:22,1,b'Until you get COVID-19 &amp; suffer like a #BITCH https://t.co/zPGDqUEnPL'
29-05-2021 21:51,1,"b""@btsportfootball He is man city's all time goalscorer #bitch"""
29-05-2021 21:33,1,"b'if body armor don\xe2\x80\x99t sponsor me ima sue, I been getting these cases since June of last year #sponsorme #bitch https://t.co/vOiPatDzFb'"
29-05-2021 20:07,1,b'Now take some more of my food act like shit dont pop #off #bitch #nigger'
29-05-2021 20:06,1,b'RT @bornthiswayraul: \xf0\x9f\x8d\x81#Follow\xf0\x9f\x8d\x81\n    \xf0\x9f\x8d\x81#RT #SDV\xf0\x9f\x8d\x81\n             \xf0\x9f\x8d\x81 #GT \xf0\x9f\x8d\x81\n                    \xf0\x9f\x96\xa4 #FAV \xf0\x9f\x96\xa4 \n             \xf0\x9f\x8d\x81 #SYTS \xf0\x9f\x8d\x81\n       \xf0\x9f\x8d\x81 #LDGS \xf0\x9f\x8d\x81\n \xf0\x9f\x8d\x81\xe2\x80\xa6'
29-05-2021 20:06,1,b'Someone should ask the #queen if 15 of the 215 #children found are the ones she took on her #specialpicnic that ONL\xe2\x80\xa6 https://t.co/PAYJkatTKg'
29-05-2021 19:59,1,b'Our Actions Will Speak Louder Then Our Words. \xf0\x9f\x8c\xac\xf0\x9f\xa6\x89\xf0\x9f\x91\x81 #SWDOB #PL #Qu\xc3\xa0n\xc5\x9b\xc3\xa0y #Bitch shhhhh\xf0\x9f\xa4\xab'
29-05-2021 19:58,1,b'Calling all sleuths..where was @SenatorSinema when it came time to vote YES for Jan 6 Commission?(iron man race)If\xe2\x80\xa6 https://t.co/Nm2F3UbdQm'
29-05-2021 19:57,1,b'RT @bornthiswayraul: \xf0\x9f\x8d\x81#Follow\xf0\x9f\x8d\x81\n    \xf0\x9f\x8d\x81#RT #SDV\xf0\x9f\x8d\x81\n             \xf0\x9f\x8d\x81 #GT \xf0\x9f\x8d\x81\n                    \xf0\x9f\x96\xa4 #FAV \xf0\x9f\x96\xa4 \n             \xf0\x9f\x8d\x81 #SYTS \xf0\x9f\x8d\x81\n       \xf0\x9f\x8d\x81 #LDGS \xf0\x9f\x8d\x81\n \xf0\x9f\x8d\x81\xe2\x80\xa6'
29-05-2021 19:55,1,b'@Mandrell25 @c1ou6y TALKING SH*T JUST EXPOSED NICKI STILL A SIGNED ARTIST WHILE REMY MA OWNS HER OWN LABEL.\xe2\x80\xa6 https://t.co/VH0ZGhP8E1'
29-05-2021 18:37,1,b'Sunooooo\n ......#\nMei Hindu hu \nBut you can still have a beef with me \n#bitch'
29-05-2021 18:28,1,"b'You know Aaron, most people dont even like their bosses but they go to work anyways. #Bitch'"
29-05-2021 18:08,1,b'The best is how he gets so bent out of shape for an old crazy woman calling him a bitch \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 #NPC #Bitch \nhttps://t.co/uZWeEBRT7M'
29-05-2021 17:52,1,b'This #bitch is....CANCELED. https://t.co/Bw4jpWiMGZ'
29-05-2021 17:09,1,b'Yea Life is a #Bitch but she mines'
29-05-2021 16:11,1,b'RT @bordelinparis: \xf0\x9f\x8f\xa9My big project is here \xf0\x9f\x8f\xa9 Paris by night \xe2\x9c\xa8Pigalle station \xf0\x9f\x9a\x89 Le bar \xf0\x9f\x8d\xb7ch\xc3\xa9ri\xf0\x9f\x92\x95 #pigalle #sexy #resinjewelry #coquin #resinwo\xe2\x80\xa6'
29-05-2021 15:39,1,"b""Oooh damn! I wish there was an appropriate word other than the apt definition of dick (men) to describe a woman's e\xe2\x80\xa6 https://t.co/dyZYHPHbwI"""
29-05-2021 15:37,1,b'#bitch belly bars  https://t.co/EHFAENVvW5 \xc2\xa0 https://t.co/L83WXiKleJ'
29-05-2021 14:07,1,b'@SyyedaAmbrEmine Hunh!\nIs she educated about islam?\nHow can a muslim lady expect a #namahram 2 look at #her in\xe2\x80\xa6 https://t.co/YEyuo9Np0R'
29-05-2021 13:46,1,b'@DemonBBeast Pump that fucking #bitch.'
29-05-2021 13:18,1,b'Damn savannah was the worst and had the audacity to talk about being honest.. Girl you were a lie... #bitch #TheCircleNetflix'
29-05-2021 12:29,1,"b""If you're having girl problems I feel bad for you son \nI got ninety-nine problems but a bitch ain't one\xf0\x9f\x8e\xb6\xf0\x9f\x94\x8b #99problems #bitch"""
29-05-2021 12:03,1,"b""When someone says your annoying say:\nI here there's  a new app called SENSE OF HUMOR download it.BITCH\n#BADDASS #COMEBACK #BITCH"""
29-05-2021 11:13,1,b'i do not understand a thing acjshually all i know is im the baddest #bitch alive \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/W7m7MmHWmi'
29-05-2021 10:46,1,b'I\xe2\x80\x99m way too OLD to play build a bear with these grown ass men TF \nCome with all your own shit and Good credit \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x80\xa6 https://t.co/EYR3UrhSIo'
29-05-2021 10:30,1,"b""Yall secretly hate me but i openly don't give a fuck!\n#bitch"""
29-05-2021 09:00,1,b'I whisper What the fuck to myself at-least 20 times a day!\n#badass #bitch'
29-05-2021 05:13,1,"b'Thas rite #bitch \xf0\x9f\x8d\x91\xf0\x9f\x91\x85, suk dat fn \xf0\x9f\x8d\x86 \xf0\x9f\xa4\xa4\n\nThe dams bout 2 #bust \xf0\x9f\x92\xa6!!!\n\nU betta #swallow evry dam drop or Im gonna stuff m\xe2\x80\xa6 https://t.co/cBKKCWHI2U'"
29-05-2021 03:20,1,"b'@_BarringtonII So liking some1 specifically bc you r attractive to them physically is not a preference, but liking\xe2\x80\xa6 https://t.co/gyC9g2MBJy'"
29-05-2021 03:15,1,b'Stop I\xe2\x80\x99m starting to actually like you #boyo #stfu #bitch'
29-05-2021 03:09,1,"b'@SydneyLWatson So liking some1 specifically bc you r attractive to them physically is not a preference, but liking\xe2\x80\xa6 https://t.co/NB2JTswg2H'"
29-05-2021 02:30,1,b'Lmao Pat Bev is a #bitch'
29-05-2021 01:54,1,b'BITCH Official Trailer (2017) Jason Ritter Jaime King Comedy Movie HD\nBitch (2017)\nWatch: https://t.co/KoGR9CaraJ\n#Bitch'
29-05-2021 01:10,1,b'Wanna fuck this bitch #slave #PetGirl #bitch https://t.co/kGMEwOuGSl'
29-05-2021 00:58,1,"b'@ATLHawks fans, \n\nI sincerely apologize, forgive me. @J30_RANDLE been a #BITCH this whole time. You tried to tell m\xe2\x80\xa6 https://t.co/nr3cOaumd7'"
29-05-2021 00:19,1,b'when you\xe2\x80\x99re the main #bitch https://t.co/KV2OkEfzg6'
28-05-2021 22:18,1,b'So while your there #supporting the #little #bitch for the #continued #mental #insults that she keeps throwing at m\xe2\x80\xa6 https://t.co/DGTAsq5ra7'
28-05-2021 22:15,1,b'@AthleticsRants Nothing more #BITCH LOL \xf0\x9f\x98\x82'
28-05-2021 20:10,1,b'@PowerTripKFAN #BITCH segment scorecard\n@CoryCove 1\n@PTButtonBar 1\n@Chris_Hawkey 0\n@MeatSauce1 0'
28-05-2021 18:10,1,b'[BALLOON B*TCH] visual out now! Link below you legends \xe2\xad\x90\xef\xb8\x8f\xf0\x9f\x8e\x88\xf0\x9f\x92\x96\n#BALLOON #BITCH \n\nhttps://t.co/XY0UV0wQZF https://t.co/PdQmM2J1yq'
28-05-2021 18:09,1,"b'RT @cyb3rn3k0xd: if @BillCosby can be held accountable for the mistakes he made many years ago in the past, then Carolyn Bryant should also\xe2\x80\xa6'"
28-05-2021 18:07,1,"b""I'm that bitch (yeah)\nBeen that bitch, still that bitch (ah)\nWill forever be that bitch (forever be that bitch)\nYea\xe2\x80\xa6 https://t.co/Ec1nnZA7dW"""
28-05-2021 17:35,1,b'#shumer is a #bitch \n\nTime for the Dems to grow a set .'
28-05-2021 17:29,1,b'I have been at this several weeks now i see #zero difference still fat as ever #BodyDysmorphia is a real #Bitch https://t.co/8RtUvg7Smb'
28-05-2021 17:28,1,b'@KamalaHarris Is it an #Incompetent_Moron as yourself who seeks to impress the good she does? For all the\xe2\x80\xa6 https://t.co/vrcOy1TwDB'
28-05-2021 17:07,1,b'The speed with which @Caitlyn_Jenner went from #brave to #bitch sets yet another world record and proves again why\xe2\x80\xa6 https://t.co/HFOwqL6Bsy'
28-05-2021 16:49,1,b'When your co worker lied about doing work so you end up doing her work. #bitch #lion'
28-05-2021 16:37,1,b'Pro-democratic activists are jailed for 3 years because of unlawful assembly. They were sentenced by this #US #Bitch WOODCOCK Amanda Jane.'
28-05-2021 16:23,1,b'#BITCH Ready to get #memorialdayweekend started \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbe https://t.co/GO6n4mybrB'
28-05-2021 15:08,1,b'RT @JaxonJames08: @DaleAdams1776 Yea dale... jus sum #newpussy made it CLEER we ain\xe2\x80\x99t dating... I ain\xe2\x80\x99t nead know knew #Bitch two be anoyin\xe2\x80\xa6'
28-05-2021 14:03,1,b'Ain\xe2\x80\x99t \xf0\x9f\x92\x80 trusting no #BITCH\xf0\x9f\x93\x8c\xf0\x9f\x94\x92'
28-05-2021 13:55,1,"b""RT @6YNJ7A6kr0Htnx3: Bitch McConnell trying to act like a loyal dog and a brave patriot.We all know he's a disgraceful RINO,shame on you Bi\xe2\x80\xa6"""
28-05-2021 13:42,1,b'@DaleAdams1776 Yea dale... jus sum #newpussy made it CLEER we ain\xe2\x80\x99t dating... I ain\xe2\x80\x99t nead know knew #Bitch two be\xe2\x80\xa6 https://t.co/q7KWQ3xrfn'
28-05-2021 13:34,1,b'RT @fancydiaz1: Lord give me one day with her ass. They are way too polite with her. I would read her ass like a google map #FireMeghanMcCa\xe2\x80\xa6'
28-05-2021 13:16,1,b'@DevinBook just because we don\xe2\x80\x99t know each other changes nothing about your #bitch behavior last night dude. I know\xe2\x80\xa6 https://t.co/N9NdgBXorA'
28-05-2021 12:44,1,"b'Yes thank you for interrupting my chewing to ask how my meal is, you definitely are getting tipped\n#bitch https://t.co/U5bXoUcYYP'"
28-05-2021 11:10,1,"b""Bitch McConnell trying to act like a loyal dog and a brave patriot.We all know he's a disgraceful RINO,shame on you\xe2\x80\xa6 https://t.co/VIjk7O9JjC"""
28-05-2021 10:56,1,b'Bitch #Bitch #YtpSexer #Xectheknight'
28-05-2021 10:08,1,"b'She look so innocent but she a head monster, honey you a  #bad #bitch an I love it.'"
28-05-2021 09:46,1,b'#EICHERMOT i Want This #Bitch At----------------2593----------------------------2561 On Monday--Tuesday !!!!!!!!!!!\xe2\x80\xa6 https://t.co/ezk2e0cTEp'
28-05-2021 06:36,1,"b'if @BillCosby can be held accountable for the mistakes he made many years ago in the past, then Carolyn Bryant shou\xe2\x80\xa6 https://t.co/XVCYvHMDrI'"
28-05-2021 06:32,1,b'RT @finessethego: A Nigga living in yo house does not mean U got a man. #Bitch U Jusss Got Company\xf0\x9f\xa4\xad'
28-05-2021 06:26,1,b'RT @finessethego: A Nigga living in yo house does not mean U got a man. #Bitch U Jusss Got Company\xf0\x9f\xa4\xad'
28-05-2021 05:54,1,b'RT @AshKickerUSA: @DaleAdams1776 @McDonalds @CocaCola THATS FUKIN #BULLSHIT DALE!!!\xf0\x9f\xa4\xac\n\nAint Evan a big ordah netha u think thoz dum asses at\xe2\x80\xa6'
28-05-2021 05:49,1,b'@blobert @therecount Lol what about #MaxineWaters ? Or #Coreybooker senator Cory Booker literally called for regula\xe2\x80\xa6 https://t.co/yIsoHBtc7E'
28-05-2021 05:05,1,b'@TomiLahren Donate and find out. Ask if ur donation is tax deductible #bitch'
28-05-2021 04:59,1,"b""Is it just me or did it feel like that was #essekthelyss saying #bitch don't touch my man #criticalrole\xe2\x80\xa6 https://t.co/SoEztvjYi9"""
28-05-2021 04:35,1,"b""Hey @mattgaetz, I bet you think an M4 has recoil. You wouldn't know because you've never actually served your count\xe2\x80\xa6 https://t.co/KGz7sY3hkD"""
28-05-2021 04:13,1,b'RT @zedumrebxela: Bro AD just flails his arms around and screams ayy all over the court and gets a foul call. @AntDavis23 #bitch'
28-05-2021 03:44,1,b'@hllcnd sorry it\xe2\x80\x99s just that #bitch is ruining my life rn /j'
28-05-2021 03:43,1,b'Bro AD just flails his arms around and screams ayy all over the court and gets a foul call. @AntDavis23 #bitch'
28-05-2021 03:24,1,b'@marknorm Nothing wrong sittin #bitch...'
28-05-2021 03:09,1,"b'Do not #trust anyone, not even the #bitch you fu#k cos she can easily be swayed away by material things! Be wise!!! https://t.co/h4b9qE7zPf'"
28-05-2021 03:07,1,b'@diIftaro a real #bad #bitch if you will'
28-05-2021 02:56,1,b'RT @finessethego: A Nigga living in yo house does not mean U got a man. #Bitch U Jusss Got Company\xf0\x9f\xa4\xad'
28-05-2021 02:55,1,"b""@The556Menace That's my song when I'm well and truly plastered \xf0\x9f\x8e\xb6\xf0\x9f\x8e\xa4\nHow dare She \xf0\x9f\x98\xa1 and getting the ham too \xf0\x9f\x98\xa1 #bitch \xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/FN8axB3Udu"""
28-05-2021 02:45,1,b'its just facts that every tine I get complimented on my fit it\xe2\x80\x99s always from the op shop #reuse #bitch'
28-05-2021 02:37,1,b'That #bitch ridin keep on #breathing'
28-05-2021 02:32,1,b'And one last thing on this post. I\xe2\x80\x99m so glad the fans didn\xe2\x80\x99t listen when the CrowdRat posted this. Imagine if we wo\xe2\x80\xa6 https://t.co/DGXoywLnYE'
28-05-2021 02:19,1,b'#BenghaziAintGoingAway #BITCH \xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\n#KILLARY should be in prison. @HillaryClinton @HillaryClinton\xe2\x80\xa6 https://t.co/gQou5T1m1B'
28-05-2021 01:34,1,b'RT @globalcez: NEW MUSIC . ALL STREAMING PLATFORMS . SURPRISE !! \xf0\x9f\x8c\x9f ON 222 THE NEXT CHAPTER .. IM READY \xe2\x9c\x85 #PCHT #WINNERSCIRCLE  #BITCH\n\nhttp\xe2\x80\xa6'
28-05-2021 00:51,1,b'#bitch please https://t.co/dpqNVLigIl'
28-05-2021 00:30,1,b'RT @globalcez: NEW MUSIC . ALL STREAMING PLATFORMS . SURPRISE !! \xf0\x9f\x8c\x9f ON 222 THE NEXT CHAPTER .. IM READY \xe2\x9c\x85 #PCHT #WINNERSCIRCLE  #BITCH\n\nhttp\xe2\x80\xa6'
28-05-2021 00:24,1,b'Fuck #hitting guts I gotta hit this bitch #SoulWorker fr #BlackLivesMatter #bitch I\xe2\x80\x99m getting #ballsdeep'
28-05-2021 00:00,1,b'RT @globalcez: NEW MUSIC . ALL STREAMING PLATFORMS . SURPRISE !! \xf0\x9f\x8c\x9f ON 222 THE NEXT CHAPTER .. IM READY \xe2\x9c\x85 #PCHT #WINNERSCIRCLE  #BITCH\n\nhttp\xe2\x80\xa6'
27-05-2021 23:49,1,b'RT @globalcez: NEW MUSIC . ALL STREAMING PLATFORMS . SURPRISE !! \xf0\x9f\x8c\x9f ON 222 THE NEXT CHAPTER .. IM READY \xe2\x9c\x85 #PCHT #WINNERSCIRCLE  #BITCH\n\nhttp\xe2\x80\xa6'
27-05-2021 23:05,1,b'RT @globalcez: NEW MUSIC . ALL STREAMING PLATFORMS . SURPRISE !! \xf0\x9f\x8c\x9f ON 222 THE NEXT CHAPTER .. IM READY \xe2\x9c\x85 #PCHT #WINNERSCIRCLE  #BITCH\n\nhttp\xe2\x80\xa6'
27-05-2021 22:31,1,"b""RT @magicboop: @johnrobertsFox @Facebook is the government's #bitch #Facebook"""
27-05-2021 22:26,1,"b'@HolderStephen @RexChapman May she serve time, v e r y, v e r y\ns l o w l y \xf0\x9f\x98\xa1 #bitch'"
27-05-2021 22:06,1,"b'no point in wondering, you have to fuck those legs\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x8f\x8b\xf0\x9f\x8f\xbe\n#nopainnogain #marcinpycioolchowik #ifbb #bodybuilding\xe2\x80\xa6 https://t.co/ZKNcje0s1q'"
27-05-2021 21:18,1,b'What kind of person intentionally kicks a huge clod of dirt on my dog then gets mad &amp; calls the law after me &amp; my f\xe2\x80\xa6 https://t.co/KspQ9O1rSa'
27-05-2021 21:17,1,"b""RT @magicboop: @johnrobertsFox @Facebook is the government's #bitch #Facebook"""
30-05-2021 18:34,0,b'RT @VVHS_Wrestling: Thank you to the amazing coaches that drives this program! Your tireless efforts are appreciated! Staple point of leade\xe2\x80\xa6'
30-05-2021 18:34,0,b'RT @ChrisYoungMusic: Absolutely incredible crowd tonight!!!! Thanks for the standing ovation everybody #thankyou #fullhouse #whatanaudience'
30-05-2021 18:33,0,b'RT @trishhardy21: We were out in #Litherland today with our #ThankYou for voting #Labour cards!  - we will be posting them in all of the wa\xe2\x80\xa6'
30-05-2021 18:33,0,b'RT @TheRashamiDesai: A BIG #ThankYou to everyone for being my reason to look forward to the next and making this Milestone achievable! This\xe2\x80\xa6'
30-05-2021 18:32,0,b'RT @YPRadioNews: The staff and friends of Yellowstone Public Radio thank @KaytNicholas for her year of reporting on Indigenous Affairs. We\xe2\x80\xa6'
30-05-2021 18:32,0,b'We will be open 10-6 for Memorial Day.  Thank you to all who have and are currently serving our country.  \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x80\xa6 https://t.co/JWp7VFXCU9'
30-05-2021 18:31,0,"b'So many people are affected by the deadly #COVID19, but our brave #HealthcareWorkers are working at the forefront d\xe2\x80\xa6 https://t.co/0Qbm60bi3U'"
30-05-2021 18:29,0,"b'Congratulations to Alejandro from Bishop on owning his #Dutchmen #AspenTrail 17BH, served by #Niko!\n.\n.\n.\n.\nWe sinc\xe2\x80\xa6 https://t.co/zBu8c8HEM5'"
30-05-2021 18:29,0,b'RT @LKemp42: It isn\xe2\x80\x99t a long weekend. Our currently deployed and fallen service members deserve recognition. Happy Memorial Day to all. Lan\xe2\x80\xa6'
30-05-2021 18:29,0,b'#ThankYou to all of the men and women who have bravely served the USA. #HappyMemorialDay https://t.co/DIJutI5H33'
30-05-2021 18:28,0,"b'Congratulations to Kent and Debbie on owning their pre-owned #GrandDesign #Transcend 31RLS, served by #Niko!\n.\n.\n.\xe2\x80\xa6 https://t.co/Kk5WHzIzuj'"
30-05-2021 18:27,0,b'RT @PastorDerekT: This is our @RiverCharlotte partner church in Bolivia. They are saving lives! \n\nGive directly via the donation links belo\xe2\x80\xa6'
30-05-2021 18:27,0,b'RT @NGAW: NGAW honors all those who fought and died for our country. #memorialday #thankyou https://t.co/veBgng3fKh'
30-05-2021 18:26,0,b'RT @enhypenupdates: @ENHYPEN_members @ENHYPEN please wait because I\xe2\x80\x99ll drop by more and more frequently in the future!!\nI think that the fi\xe2\x80\xa6'
30-05-2021 18:26,0,b'RT @WestConnFB: Happy Memorial Day weekend! Thank you for every man and women who has sacrificed their lives to protect this great country\xe2\x80\xa6'
30-05-2021 18:26,0,"b'Congratulations to Brycen from #Highland, #California on owning his #ForestRiver #Cherokee 306M, served by #Niko!\n.\xe2\x80\xa6 https://t.co/UB4nCMmqhE'"
30-05-2021 18:26,0,b'2020 Honda Grom is in stock at Owen Motor Sports! https://t.co/Qq8YU3gMtf . Give us a call or text us at 217-348-55\xe2\x80\xa6 https://t.co/oij5nXwLxp'
30-05-2021 18:24,0,b'RT @LindseyCoulter: Positive post:\nJust had to share that my strong two time heart transplant warrior turns 5 tomorrow AND learned how to r\xe2\x80\xa6'
30-05-2021 18:24,0,b'#ReleaseTheTapes while Cara #ReleaseTheTestimony sounds pleasant. @YouTube #ThankYou for being YOU https://t.co/ZrCRuMcHHw'
30-05-2021 18:23,0,b'@ElE1yon Mase says what ever is done outside purpose leads to abuse. He says if a women feels she needs to be mascu\xe2\x80\xa6 https://t.co/F1tjTgx4gE'
30-05-2021 18:22,0,b'RT @LKemp42: It isn\xe2\x80\x99t a long weekend. Our currently deployed and fallen service members deserve recognition. Happy Memorial Day to all. Lan\xe2\x80\xa6'
30-05-2021 18:22,0,b'RT @ChesterCityPol: Whilst dealing with an incident in the City earlier a very kind member of the public came and handed out cold bottles o\xe2\x80\xa6'
30-05-2021 18:22,0,b'RT @CatchDaCraze: Thank you all who supported our campaign. As soon as Kickstarter closes the books we will send the files to the printer a\xe2\x80\xa6'
30-05-2021 18:21,0,b'Finished painting coming soon...in progress....\n#nature #acrylicpainting #art #artistoninstagram #ArtistOnTwitter\xe2\x80\xa6 https://t.co/074kPuiLje'
30-05-2021 18:21,0,"b'Spending my weekend working on so many gifts (#graduation, baby shower, bridal shower or sometimes just #gift to se\xe2\x80\xa6 https://t.co/86yxQ9WcU6'"
30-05-2021 18:19,0,"b'He usado Shazam para descubrir Open Your Heart, de Madonna https://t.co/CdQgimjZtS hi dear #QueenOfPop \xf0\x9f\x91\x91 @Madonna\xe2\x80\xa6 https://t.co/8HsNwHDZu5'"
30-05-2021 18:17,0,b'RT @ChrisYoungMusic: Absolutely incredible crowd tonight!!!! Thanks for the standing ovation everybody #thankyou #fullhouse #whatanaudience'
30-05-2021 18:17,0,"b""RT @bashirnichari1: A visionary program by People's #SindhGovt \xe2\x80\x9cSindh Mobile Health  Care Integrated Services\xe2\x80\x9d 380 mobile Units to render v\xe2\x80\xa6"""
30-05-2021 18:16,0,b'RT @LKemp42: It isn\xe2\x80\x99t a long weekend. Our currently deployed and fallen service members deserve recognition. Happy Memorial Day to all. Lan\xe2\x80\xa6'
30-05-2021 18:15,0,b'RT @KazUSAFA: Lieutenant Day @AF_Baseball for America\xe2\x80\x99s Team!  Proud of our eight warfighters that have raised their hands to do something\xe2\x80\xa6'
30-05-2021 18:15,0,b'RT @KazUSAFA: Lieutenant Day @AF_Baseball for America\xe2\x80\x99s Team!  Proud of our eight warfighters that have raised their hands to do something\xe2\x80\xa6'
30-05-2021 18:15,0,b'RT @PaulDereume: @hq370 @Terecon991 @PaigeTurner62 @CherryBomb_73 @LennyChevere @sweetjesus2000 @morgana_ariel @dragonflywing22 @crystalnap\xe2\x80\xa6'
30-05-2021 18:15,0,b'Thank you to Bien Air Dental for supporting the DTA Foundation! #thankyou #oralhealth https://t.co/WMbwr7ccjR'
30-05-2021 18:13,0,b'Happy Memorial day \xf0\x9f\xa4\xa9\n\n#memorialday #memorialdayweekend #usa #love #america #memorial #memorialdaysale #mdw #like\xe2\x80\xa6 https://t.co/uU1fl2XKSo'
30-05-2021 18:13,0,b'@Let_Anita A very big #ThankYou \xf0\x9f\x98\x8a\xf0\x9f\x91\x8d https://t.co/5fBr1DqYTB'
30-05-2021 18:12,0,b'RT @PixelbyPixelStu: Season 22 has now come to an end! As always thank you everyone for your participation during the season. We aim to hav\xe2\x80\xa6'
30-05-2021 18:11,0,b'RT @GrayHill02: Invest in your dreams. Grind now. Shine later.  (Unknown)\n\nHappy weekend \xf0\x9f\x92\x99\xf0\x9f\x8e\xb6\xf0\x9f\xa6\x8b\n\n#quetes #nature #flowers #peace\n#weekendvibes\xe2\x80\xa6'
